turf_name,latitude,longitude,service_address,pk_site_id,service_area_hectare,neighbourhood_id,turf_id,is_active,created_at,modified_at,duration_for_580d,duration_for_72gm,580d,72gm,service_site_id,service_level_id
BLVDs,53.4606143,-113.5758159,Leger Way -(#813 to #817) Lawrence Court to Leger Blv.,417,0.014,5630,75772,TRUE,2017-04-25 20:10:57.614557+00,2017-04-25 20:10:57.61+00,0:00:00,0:02:48,0,0.014,,900
ROAD ISLAND,53.45752248,-113.5023583,25A AVE-106A ST,432,0.018,5180,75773,TRUE,2017-04-25 20:10:57.685325+00,2017-04-25 20:10:57.69+00,0:00:00,0:03:36,0,0.018,,900
ROAD ISLANDS (2),53.44719173,-113.5135017,115 ST-51 to 61 AVE,433,0.955,5270,75774,TRUE,2017-04-25 20:10:57.826216+00,2017-04-25 20:10:57.83+00,0:18:00,1:11:00,0.6,0.355,,910
Capilano Park,53.55772552,-113.4276558,10988 50 Street NW,439,12.756,6061,74870,TRUE,2017-04-25 20:09:45.855627+00,2017-04-25 20:09:45.86+00,5:25:17,6:22:41,10.843,1.913,49,920
ROAD ISLAND,53.53588945,-113.4230023,57 ST-96 AVE,440,0.039,6550,74871,TRUE,2017-04-25 20:09:45.926116+00,2017-04-25 20:09:45.93+00,0:00:00,0:07:48,\N,0.039,11,900
Dry Pond,53.4462491,-113.54256,#1321 - 119B St,464,0.26,5511,75775,TRUE,2017-04-25 20:10:57.896889+00,2017-04-25 20:10:57.9+00,0:00:00,0:52:00,0,0.26,,900
BACK ALLEY BUFFER,53.48280224,-113.5327217,NORTH OF 44A AVE-114-122 ST,465,0.901,5430,75776,TRUE,2017-04-25 20:10:57.967368+00,2017-04-25 20:10:57.97+00,0:00:00,3:00:12,0,0.901,,900
ROAD BUFFER/MERIDEAN,53.50330887,-113.5227047,113 ST-61 to 72 AVE,466,1.883,5310,75777,TRUE,2017-04-25 20:10:58.10787+00,2017-04-25 20:10:58.11+00,0:15:00,4:36:36,0.5,1.383,,930
PIPELINE RIGHT OF WAY,53.43896847,-113.4071036,42 ST-12-10 AVE,468,0.705,6140,74872,TRUE,2017-04-25 20:09:46.000462+00,2017-04-25 20:09:46+00,0:01:30,2:11:00,0.05,0.655,7,900
WALKWAY,53.46767804,-113.4416367,LEE RIDGE RD-E 71 ST,469,0.44,6400,74873,TRUE,2017-04-25 20:09:46.146667+00,2017-04-25 20:09:46.15+00,0:00:00,1:28:00,\N,0.44,13,900
WALKWAY,53.45581327,-113.408386,43 ST-25 AVE,470,0.016,6030,74874,TRUE,2017-04-25 20:09:46.219847+00,2017-04-25 20:09:46.22+00,0:00:00,0:03:12,0,0.016,11,900
ROAD MERIDEAN,53.5213299,-113.49756,104 ST-SASKATCHEWAN DRIVE-83 AVE,476,0.115,5480,74875,TRUE,2017-04-25 20:09:46.364236+00,2017-04-25 20:09:46.36+00,0:00:00,0:23:00,0,0.115,,900
ROAD ISLAND (P.P.),53.45472483,-113.4505677,W. OF 78 ST & S. OF LAKEWOOD RD. SOUTH,484,0.008,6470,74876,TRUE,2017-04-25 20:09:46.439658+00,2017-04-25 20:09:46.44+00,0:00:00,0:01:36,\N,0.008,4,900
STORM WATER MANAGEMENT FACILITY,53.45113302,-113.5995119,1808 Haswell Way,487,0.814,5610,75778,TRUE,2017-04-25 20:10:58.252584+00,2017-04-25 20:10:58.25+00,0:19:52,0:30:24,0.662,0.152,,900
ROADWAY,53.48811433,-113.4580655,51 AVE-BTWN 89-86 ST,510,0.172,6430,74877,TRUE,2017-04-25 20:09:46.58575+00,2017-04-25 20:09:46.59+00,0:00:00,0:34:24,0,0.172,4,910
Strathearn Park,53.53669821,-113.4618982,85 ST-STRATHEARN DRIVE,511,9.439,6070,74878,TRUE,2017-04-25 20:09:46.728499+00,2017-04-25 20:09:46.73+00,4:00:41,4:43:12,8.023,1.416,11,900
ROAD MERIDIAN/ROAD BUFFER,53.47711035,-113.5043452,106 ST-40 AVE-WHITEMUD DRIVE,512,0.137,5360,75779,TRUE,2017-04-25 20:10:58.394069+00,2017-04-25 20:10:58.39+00,0:00:00,0:27:24,0,0.137,,900
WALKWAY,53.46672862,-113.5288315,34 AVE-114 ST,527,0.014,5490,75780,TRUE,2017-04-25 20:10:58.471507+00,2017-04-25 20:10:58.47+00,0:00:00,0:02:48,0,0.014,,900
LANEWAY,53.4676898,-113.5293848,37 AVE-117 ST,529,0.026,5220,75781,TRUE,2017-04-25 20:10:58.617978+00,2017-04-25 20:10:58.62+00,0:00:00,0:05:12,0,0.026,,900
WALKWAY,53.467867,-113.5348505,34-35 AVE W OF 114 ST,530,0.053,5220,75782,TRUE,2017-04-25 20:10:58.68875+00,2017-04-25 20:10:58.69+00,0:00:00,0:10:36,0,0.053,,900
BLVD & ROAD ISLAND,53.42428779,-113.4630607,SUMMERSIDE DRIVE: ELLERSLIE RD - 11 AVE,534,0.065,6213,74879,TRUE,2017-04-25 20:09:46.798754+00,2017-04-25 20:09:46.8+00,0:00:00,0:13:00,\N,0.065,32,900
ROAD ISLAND,53.53453969,-113.4670204,91 ST-STRATHEARN DRIVE,535,0.049,6710,74880,TRUE,2017-04-25 20:09:46.940511+00,2017-04-25 20:09:46.94+00,0:00:00,0:09:48,0,0.049,4,900
ROAD ISLAND & CORNER FEATURES,53.42521698,-113.5090275,9 Ave. - 110 St to 107 St.,536,0.924,5451,75783,TRUE,2017-04-25 20:10:58.831521+00,2017-04-25 20:10:58.83+00,0:15:00,1:24:48,0.5,0.424,,900
NU-WEST PARK/PLGD/WALKWAY,53.4516189,-113.4239362,20A AVE-55 ST,538,0.289,6460,74881,TRUE,2017-04-25 20:09:47.081847+00,2017-04-25 20:09:47.08+00,0:00:00,0:57:48,\N,0.289,3,900
WALKWAY,53.47841391,-113.5825396,40 AVE-RIVERBEND ROAD,539,0.02,5340,75784,TRUE,2017-04-25 20:10:58.902776+00,2017-04-25 20:10:58.9+00,0:00:00,0:04:00,0,0.02,,900
MILL CREEK POOL,53.5197943,-113.4742138,82 AVE-95A ST,542,1,6491,74882,TRUE,2017-04-25 20:09:47.22068+00,2017-04-25 20:09:47.22+00,0:00:00,3:20:00,0,1,18,920
WALKWAY,53.45093514,-113.4441409,73 ST - 21 AVE,547,0.043,6200,74883,TRUE,2017-04-25 20:09:47.291825+00,2017-04-25 20:09:47.29+00,0:00:00,0:08:36,\N,0.043,8,900
WALKWAY,53.45122102,-113.4407574,70 ST - 21 AVE,548,0.023,6200,74884,TRUE,2017-04-25 20:09:47.36179+00,2017-04-25 20:09:47.36+00,0:00:00,0:04:36,\N,0.023,9,900
WALKWAY,53.47821022,-113.3915995,33 ST - 41A AVE,553,0.014,6390,74885,TRUE,2017-04-25 20:09:47.433403+00,2017-04-25 20:09:47.43+00,0:00:00,0:02:48,\N,0.014,41,900
UTILITY LOT P.I.P.,53.44043713,-113.5038836,beside #924-108 ST,557,0.019,5030,75785,TRUE,2017-04-25 20:10:59.043454+00,2017-04-25 20:10:59.04+00,0:00:00,0:03:48,0,0.019,,900
WALKWAY,53.46270509,-113.453122,3148 - 79 ST,558,0.017,6750,74886,TRUE,2017-04-25 20:09:47.576993+00,2017-04-25 20:09:47.58+00,0:00:00,0:03:24,\N,0.017,15,900
REILLY PARK,53.47916891,-113.5760812,43 AVE-147A ST,559,0.586,5340,75786,TRUE,2017-04-25 20:10:59.114551+00,2017-04-25 20:10:59.11+00,0:11:44,0:39:00,0.391,0.195,,900
P.U.L.,53.48370558,-113.3994332,264 KIRKWOOD AVE,560,0.014,6370,74887,TRUE,2017-04-25 20:09:47.647015+00,2017-04-25 20:09:47.65+00,0:00:00,0:02:48,\N,0.014,16,900
UTILITY LOTS,53.51932181,-113.4397248,7242 - 83 AVE/8313 - 75 ST,561,0.031,6350,74888,TRUE,2017-04-25 20:09:47.718783+00,2017-04-25 20:09:47.72+00,0:00:00,0:06:12,\N,0.031,16,900
UTILITY STRIP,53.48327856,-113.5736806,45 AVE-147 ST,562,0.039,5340,75787,TRUE,2017-04-25 20:10:59.185493+00,2017-04-25 20:10:59.19+00,0:00:00,0:07:48,0,0.039,,900
WALKWAY P.I.P.,53.48233389,-113.5777663,44-45 AVE-148 ST,563,0.045,5340,75788,TRUE,2017-04-25 20:10:59.260627+00,2017-04-25 20:10:59.26+00,0:00:00,0:09:00,0,0.045,,900
WALKWAY P.I.P.,53.48160024,-113.5860969,43 AVE-WHITEMUD ROAD,564,0.049,5340,75789,TRUE,2017-04-25 20:10:59.331774+00,2017-04-25 20:10:59.33+00,0:00:00,0:09:48,0,0.049,,900
WALKWAY,53.42651738,-113.5202784,Btw. #3973-3969 McMullen Green,565,0.016,5452,75790,TRUE,2017-04-25 20:10:59.401957+00,2017-04-25 20:10:59.4+00,0:00:00,0:03:12,0,0.016,,900
ROADWAY,53.48986304,-113.448793,ROPER ROAD-BTWN 75-86 ST,566,0.186,6430,74889,TRUE,2017-04-25 20:09:47.790249+00,2017-04-25 20:09:47.79+00,0:00:00,0:37:12,0,0.186,2,910
ROADWAY,53.51698107,-113.4182013,50 ST BTWN 76 & 82 AVE,568,0.464,6250,74890,TRUE,2017-04-25 20:09:47.929468+00,2017-04-25 20:09:47.93+00,0:11:51,0:14:00,0.395,0.07,7,900
DRY POND & WALKWAY,53.45870501,-113.6051601,1572 Hector Road,571,0.332,5610,75791,TRUE,2017-04-25 20:10:59.473617+00,2017-04-25 20:10:59.47+00,0:06:00,0:26:24,0.2,0.132,,900
ROADWAY,53.46729849,-113.4503892,EAST SIDE MILLWOODS RD & 36B AVE-34 AVE,579,0.364,6400,74891,TRUE,2017-04-25 20:09:48.002155+00,2017-04-25 20:09:48+00,0:00:00,1:12:48,0,0.364,5,900
NEIGHBOURHOOD PARK,53.55320893,-113.4135622,47 ST & 106B AVE,590,1.8,6270,74892,TRUE,2017-04-25 20:09:48.148178+00,2017-04-25 20:09:48.15+00,0:45:54,0:54:00,1.53,0.27,46,900
ROADWAY,53.49914123,-113.4180896,50 St: 70 Ave - Whitemud Drive Whitemud Drive,596,2.688,6590,74893,TRUE,2017-04-25 20:09:48.290469+00,2017-04-25 20:09:48.29+00,0:26:38,6:00:00,0.888,1.8,2,900
ROADWAY,53.48042908,-113.4525123,W/S 76 ST: 38 AVE - WHITEMUD DRIVE,597,2.816,6760,74894,TRUE,2017-04-25 20:09:48.432225+00,2017-04-25 20:09:48.43+00,1:11:49,1:24:24,2.394,0.422,14,900
WALKWAY,53.42752392,-113.4687742,Between 132 & 136 Easton Road SW,598,0.45,6211,74895,TRUE,2017-04-25 20:09:48.504037+00,2017-04-25 20:09:48.5+00,0:00:00,1:30:00,\N,0.45,31,900
ROAD ISLAND,53.47392437,-113.5128042,38A AVE-108A ST,602,0.073,5160,75792,TRUE,2017-04-25 20:10:59.548385+00,2017-04-25 20:10:59.55+00,0:00:00,0:14:36,0,0.073,,900
ROAD ISLANDS,53.47212387,-113.5044639,40 AVE 106 - 111 ST,603,0.171,5360,75793,TRUE,2017-04-25 20:10:59.62169+00,2017-04-25 20:10:59.62+00,0:00:00,0:34:12,0,0.171,,900
WALKWAY,53.4712202,-113.5001519,36A AVE-105 ST,604,0.024,5160,75794,TRUE,2017-04-25 20:10:59.695022+00,2017-04-25 20:10:59.7+00,0:00:00,0:04:48,0,0.024,,900
WALKWAY,53.47097272,-113.5127803,36A AVE-109A ST,605,0.018,5160,75795,TRUE,2017-04-25 20:10:59.76844+00,2017-04-25 20:10:59.77+00,0:00:00,0:03:36,0,0.018,,900
WHITEMUD DRIVE,53.4823714,-113.5483511,WHITEMUD CREEK - 122 ST,606,0.75,5560,75796,TRUE,2017-04-25 20:10:59.912702+00,2017-04-25 20:10:59.91+00,0:00:00,2:30:00,0,0.75,,910
Centre Medians,53.4522277,-113.580485,Town Center Blvd/23 Ave to Tomlinson Way,607,0.115,5640,75797,TRUE,2017-04-25 20:10:59.98399+00,2017-04-25 20:10:59.98+00,0:00:00,0:23:00,0,0.115,,900
ROAD ISLAND & Entrance Features,53.42520833,-113.4553127,Ellerslie Road & Edwards Drive,609,0.022,6211,74896,TRUE,2017-04-25 20:09:48.576542+00,2017-04-25 20:09:48.58+00,0:00:00,0:04:24,\N,0.022,26,900
ROAD ISLAND,53.46648414,-113.4425609,71 ST-LEE RIDGE RD,614,0.071,6400,74897,TRUE,2017-04-25 20:09:48.652232+00,2017-04-25 20:09:48.65+00,0:00:00,0:14:12,\N,0.071,6,900
WALKWAY,53.47314712,-113.447766,BTWN-38 AVE-SCHOOL-ADJ CLINIC,615,0.109,6400,74898,TRUE,2017-04-25 20:09:48.725035+00,2017-04-25 20:09:48.73+00,0:00:00,0:21:48,\N,0.109,7,900
WALKWAY,53.45880153,-113.4955954,27A-28 AVE-104 ST,618,0.027,5180,75798,TRUE,2017-04-25 20:11:00.055157+00,2017-04-25 20:11:00.06+00,0:00:00,0:05:24,0,0.027,,900
WALKWAY,53.45768479,-113.5682626,328 Livingston Court - 955 Lamb Crescent,619,0.02,5630,75799,TRUE,2017-04-25 20:11:00.125462+00,2017-04-25 20:11:00.13+00,0:00:00,0:04:00,0,0.02,,900
WALKWAY,53.45726301,-113.5717541,Between 1450 & 1452 Loewen Court,620,0.013,5630,75800,TRUE,2017-04-25 20:11:00.195486+00,2017-04-25 20:11:00.2+00,0:00:00,0:02:36,0,0.013,,900
WALKWAY,53.45721917,-113.5692037,971 Lamb Crescent - 1449 Loewen Court,622,0.032,5630,75801,TRUE,2017-04-25 20:11:00.266931+00,2017-04-25 20:11:00.27+00,0:00:00,0:06:24,0,0.032,,900
WALKWAY,53.45082585,-113.4393637,KNOTTWOOD RD. EAST -68 ST & N. OF 19 AVE,623,0.238,6200,74899,TRUE,2017-04-25 20:09:48.801758+00,2017-04-25 20:09:48.8+00,0:00:00,0:47:36,\N,0.238,11,900
WALKWAY,53.44871371,-113.4392548,SOUTH 19 AVE-BTWN-68 ST-KW RD EAST,624,0.02,6200,74900,TRUE,2017-04-25 20:09:48.872756+00,2017-04-25 20:09:48.87+00,0:00:00,0:04:00,\N,0.02,12,900
BACKAGE,53.4483092,-113.5686991,Tory Road S. side - S. of Todd Link to Thomson Place,625,0.052,5640,75802,TRUE,2017-04-25 20:11:00.337489+00,2017-04-25 20:11:00.34+00,0:00:00,0:10:24,0,0.052,,900
WALKWAY,53.4489733,-113.446011,CONNECTING KW RD N-18 AVE-BTWN-73-75 S,626,0.04,6200,74901,TRUE,2017-04-25 20:09:48.944908+00,2017-04-25 20:09:48.94+00,0:00:00,0:08:00,\N,0.04,15,900
WHITEMUD DRIVE,53.4824967,-113.4736304,North side BTWN tracks & 91 ST,629,3.083,6560,74902,TRUE,2017-04-25 20:09:49.085471+00,2017-04-25 20:09:49.09+00,1:18:38,1:32:24,2.621,0.462,5,910
WALKWAY,53.48335537,-113.3849588,44B AVE-28-29 ST,640,0.032,6390,74903,TRUE,2017-04-25 20:09:49.166829+00,2017-04-25 20:09:49.17+00,0:00:00,0:06:24,\N,0.032,12,900
DRY POND,53.47865242,-113.3791748,39-41 AVE & 23 ST-TRANSALTA R.O.W.,642,0.951,6390,74904,TRUE,2017-04-25 20:09:49.252288+00,2017-04-25 20:09:49.25+00,0:04:17,2:41:36,0.143,0.808,26,900
MAUDE BELLE PARK,53.51372686,-113.4410012,77 AVE-73 ST,643,1.317,6360,74905,TRUE,2017-04-25 20:09:49.327468+00,2017-04-25 20:09:49.33+00,0:05:55,3:44:00,0.197,1.12,5,900
ROAD BUFFER/ISLAND,53.48532079,-113.5176727,111 ST: WHITEMUD DRIVE to 51 AVE,649,2.741,5170,75803,TRUE,2017-04-25 20:11:00.478353+00,2017-04-25 20:11:00.48+00,0:34:14,5:20:00,1.141,1.6,,900
RAVINE BUFFER,53.4785773,-113.5604946,Butterworth Dr. - #448 Butchart Dr to #20 Butterworth Point,653,0.287,5100,75804,TRUE,2017-04-25 20:11:00.55002+00,2017-04-25 20:11:00.55+00,0:01:43,0:46:00,0.057,0.23,,900
WALKWAY,53.47572009,-113.3709659,BESIDE 364 WILD ROSE WAY,662,0.012,6790,74906,TRUE,2017-04-25 20:09:49.400001+00,2017-04-25 20:09:49.4+00,0:00:00,0:02:24,\N,0.012,28,900
GATEWAY BOULEVARD & DITCH,53.44449059,-113.4921947,E/S GATEWAY BLVD: 19  AVE - 15 AVE,665,0.762,6195,75805,TRUE,2017-04-25 20:11:00.624269+00,2017-04-25 20:11:00.62+00,0:18:18,0:30:30,0.61,0.152,,900
ROAD RIGHT OF WAY: S/S ELLERSLIE RD,53.42479836,-113.419698,ROAD RIGHT OF WAY: S/S ELLERSLIE RD,666,0.3031,6662,74907,TRUE,2017-04-25 20:09:49.540889+00,2017-04-25 20:09:49.54+00,0:00:00,1:00:38,0,0.303,,900
WALKWAY,53.42185194,-113.5293569,#1235 RUTHERFORD RD - #1642 Robertson Close,667,0.008,5454,75806,TRUE,2017-04-25 20:11:00.694503+00,2017-04-25 20:11:00.69+00,0:00:00,0:01:36,0,0.008,,900
South ROAD BUFFER/Median,53.45380976,-113.4997833,North of houses 23 Ave & 104 St (access from undeveloped),674,1,5250,75807,TRUE,2017-04-25 20:11:00.83508+00,2017-04-25 20:11:00.84+00,0:00:00,3:20:00,0,1,,900
PARKALLEN TURNAROUND CHARGEOUT,53.50213359,-113.5197294,65 AVE-112 ST,684,0.072,5310,75808,TRUE,2017-04-25 20:11:00.906863+00,2017-04-25 20:11:00.91+00,0:00:00,0:14:24,0,0.072,,930
ROAD BUFFER,53.49938942,-113.5134574,62 AVE-109A ST,685,0.039,5310,75809,TRUE,2017-04-25 20:11:00.977416+00,2017-04-25 20:11:00.98+00,0:00:00,0:07:48,0,0.039,,900
EDINBORO PARK,53.52927571,-113.5347376,93 AVE-118 ST,690,0.258,5580,75810,TRUE,2017-04-25 20:11:01.118564+00,2017-04-25 20:11:01.12+00,0:00:00,0:51:36,0,0.258,,900
WINDSOR PARK,53.52514221,-113.5359495,89 AVE-118 ST,691,1.177,5580,75811,TRUE,2017-04-25 20:11:01.189927+00,2017-04-25 20:11:01.19+00,0:26:01,1:02:00,0.867,0.31,,900
ROAD ISLAND,53.48356597,-113.4516076,74 ST-44 AVE,693,0.069,6480,74908,TRUE,2017-04-25 20:09:49.612327+00,2017-04-25 20:09:49.61+00,0:00:00,0:13:48,\N,0.069,4,900
IDYLWYLDE PLGD/C.L.,53.5228885,-113.4517041,81 ST-86 AVE,694,0.429,6320,74909,TRUE,2017-04-25 20:09:49.761973+00,2017-04-25 20:09:49.76+00,0:00:00,1:25:48,\N,0.429,2,900
WALKWAY P.I.P.,53.44146169,-113.5200106,11 AVE-112 ST,695,0.031,5511,75812,TRUE,2017-04-25 20:11:01.265497+00,2017-04-25 20:11:01.27+00,0:00:00,0:06:12,0,0.031,,900
ROAD ISLAND,53.45257951,-113.4610376,24 AVE-W 85 ST,696,0.006,6470,74910,TRUE,2017-04-25 20:09:49.834667+00,2017-04-25 20:09:49.83+00,0:00:00,0:01:12,\N,0.006,6,900
KAINAI PARK,53.46551089,-113.5367304,32A AVE-118 ST,699,0.401,5490,75813,TRUE,2017-04-25 20:11:01.339323+00,2017-04-25 20:11:01.34+00,0:00:00,1:20:12,0,0.401,,900
ROAD BUFFER/MERIDEAN,53.50285263,-113.5165057,111 ST-65-66 AVE,718,0.062,5310,75814,TRUE,2017-04-25 20:11:01.410568+00,2017-04-25 20:11:01.41+00,0:00:00,0:12:24,0,0.062,,900
ROAD ISLAND,53.50634093,-113.5183511,70 AVE-111A ST,719,0.034,5310,75815,TRUE,2017-04-25 20:11:01.482837+00,2017-04-25 20:11:01.48+00,0:00:00,0:06:48,0,0.034,,900
WALKWAY,53.5048394,-113.515763,68 AVE: 110 - 111 ST,721,0.044,5310,75816,TRUE,2017-04-25 20:11:01.558404+00,2017-04-25 20:11:01.56+00,0:00:00,0:08:48,0,0.044,,900
ROADWAY-86 ST,53.48643348,-113.4537909,86 ST-BTWN WHITEMUD DRIVE-51 AVE,724,0.089,6430,74911,TRUE,2017-04-25 20:09:49.906504+00,2017-04-25 20:09:49.91+00,0:00:00,0:17:48,0,0.089,12,900
MILL CREEK RAVINE PARK,53.50944504,-113.4667607,70-76 AVE - 93ST TO RAVINE,735,2.378,6290,74912,TRUE,2017-04-25 20:09:50.047114+00,2017-04-25 20:09:50.05+00,1:00:38,1:11:24,2.021,0.357,30,920
WALKWAY,53.44692679,-113.5408466,#829 Twin Brooks Close,744,0.016,5511,75817,TRUE,2017-04-25 20:11:01.639326+00,2017-04-25 20:11:01.64+00,0:00:00,0:03:12,0,0.016,,900
WALKWAY,53.44958738,-113.5764498,BTW. #2516 & #2520 Taylor Cove,747,0.014,5640,75818,TRUE,2017-04-25 20:11:01.711132+00,2017-04-25 20:11:01.71+00,0:00:00,0:02:48,0,0.014,,900
NEIGHBORHOOD PARK,53.49984532,-113.5136611,63 AVE-109A ST,752,0.11,5310,75819,TRUE,2017-04-25 20:11:01.781423+00,2017-04-25 20:11:01.78+00,0:00:00,0:22:00,0,0.11,,900
STORM WATER MANAGEMENT FACILITY,53.43804279,-113.5716399,Rabbit Hill Road - #7005 South Terwilleger Drive,761,1.236,5640,75820,TRUE,2017-04-25 20:11:01.852563+00,2017-04-25 20:11:01.85+00,0:28:05,1:00:00,0.936,0.3,,900
Backage,53.42187192,-113.5308922,Robertson Way South of Rutherford Road - North of Robertson Place,764,0.036,5454,75821,TRUE,2017-04-25 20:11:01.922898+00,2017-04-25 20:11:01.92+00,0:00:00,0:07:12,0,0.036,,900
LIFT STATION (NORTH BUFFER),53.42995528,-113.5126025,W. OF BLACKMUD CREEK-BLACKBURNE DR. W,769,0.038,5590,75822,TRUE,2017-04-25 20:11:02.064264+00,2017-04-25 20:11:02.06+00,0:00:00,0:07:36,0,0.038,,900
WALKWAY,53.47087639,-113.4185957,38A AVE-W 51 ST,773,0.022,6280,74913,TRUE,2017-04-25 20:09:50.117096+00,2017-04-25 20:09:50.12+00,0:00:00,0:04:24,\N,0.022,12,900
34st south of 16A avenue,53.44096431,-113.3942473,Road Allowance,777,2.32,6140,74914,TRUE,2017-04-25 20:09:50.188325+00,2017-04-25 20:09:50.19+00,0:59:06,1:10:00,1.97,0.35,none,900
ROAD ISLAND,53.46754635,-113.4223962,53 ST - 35 AVE,781,0.013,6300,74915,TRUE,2017-04-25 20:09:50.26053+00,2017-04-25 20:09:50.26+00,0:00:00,0:02:36,\N,0.013,16,900
WALKWAYs (2),53.4680613,-113.3865062,35B Ave: 31 St - 29 St,786,0.051,6790,74916,TRUE,2017-04-25 20:09:50.332657+00,2017-04-25 20:09:50.33+00,0:00:00,0:10:12,\N,0.051,37,900
UTILITY LOT and WALKWAYs,53.42230666,-113.4668491,1202 Summerside Drive,787,0.4,6213,74917,TRUE,2017-04-25 20:09:50.404804+00,2017-04-25 20:09:50.4+00,0:01:48,1:08:00,0.06,0.34,18,900
ROADWAY,53.45895751,-113.4568045,NORTH SIDE 28 AVE & LAKEWOOD RD WEST -,789,0.903,6750,74918,TRUE,2017-04-25 20:09:50.481766+00,2017-04-25 20:09:50.48+00,0:10:17,1:52:00,0.343,0.56,16,900
ROAD ISLAND,53.46791503,-113.5234824,35 AVE-113 ST,791,0.018,5220,75823,TRUE,2017-04-25 20:11:02.135278+00,2017-04-25 20:11:02.14+00,0:00:00,0:03:36,0,0.018,,900
ROAD ISLAND,53.47190747,-113.5323027,35 AVE-119 ST,792,0.024,5220,75824,TRUE,2017-04-25 20:11:02.206999+00,2017-04-25 20:11:02.21+00,0:00:00,0:04:48,0,0.024,,900
WALKWAY,53.44114538,-113.4013158,39 ST-N 12 AVE,793,0.008,6140,74919,TRUE,2017-04-25 20:09:50.564352+00,2017-04-25 20:09:50.56+00,0:00:00,0:01:36,0,0.008,8,900
BACK ALLEY PARK,53.50627725,-113.5365055,behind 140 Sask. Dr. Souith,807,0.015,5040,75825,TRUE,2017-04-25 20:11:02.348319+00,2017-04-25 20:11:02.35+00,0:00:00,0:03:00,0,0.015,,900
ROAD ISLAND (BACK ALLEY),53.52644386,-113.4541092,82-83 ST-BTWN-91-92 AVE,809,0.023,6310,74920,TRUE,2017-04-25 20:09:50.724665+00,2017-04-25 20:09:50.72+00,0:00:00,0:04:36,\N,0.023,16,900
OMAND DRIVE,53.46592525,-113.5658984,Behind Clock Tower to Omand Drive & To Ogilvie Blvd.,813,0.019,5300,75826,TRUE,2017-04-25 20:11:02.418897+00,2017-04-25 20:11:02.42+00,0:00:00,0:03:48,0,0.019,,900
PIPELINE RIGHT OF WAY,53.47994354,-113.5290232,43 AVE:111 - 122 ST,814,2.965,5430,75827,TRUE,2017-04-25 20:11:02.490839+00,2017-04-25 20:11:02.49+00,1:10:03,2:06:00,2.335,0.63,,900
ROAD ISLAND,53.45229309,-113.4495041,78 ST-BTWN-21-22 AVE,820,0.056,6680,74921,TRUE,2017-04-25 20:09:50.873193+00,2017-04-25 20:09:50.87+00,0:00:00,0:11:12,\N,0.056,3,900
NEIGHBORHOOD PARK,53.48126055,-113.5359931,43 AVE-117A ST,821,0.108,5430,75828,TRUE,2017-04-25 20:11:02.564093+00,2017-04-25 20:11:02.56+00,0:00:00,0:21:36,0,0.108,,900
WALKWAY,53.43670696,-113.5383577,8 ave. - 118A St.,822,0.017,5511,75829,TRUE,2017-04-25 20:11:02.637351+00,2017-04-25 20:11:02.64+00,0:00:00,0:03:24,0,0.017,,900
WALKWAY,53.43827893,-113.5383332,9 AVE-118A ST,823,0.031,5511,75830,TRUE,2017-04-25 20:11:02.708527+00,2017-04-25 20:11:02.71+00,0:00:00,0:06:12,0,0.031,,900
PARK BUFFER,53.51348259,-113.475194,96 ST-77 AVE,825,0.771,6610,74922,TRUE,2017-04-25 20:09:50.950175+00,2017-04-25 20:09:50.95+00,0:19:39,0:23:12,0.655,0.116,6,910
END OF STEEL PARK,53.52278344,-113.495112,86 AVE-103 ST,826,0.851,5480,74923,TRUE,2017-04-25 20:09:51.022932+00,2017-04-25 20:09:51.02+00,0:18:00,0:50:12,0.6,0.251,,930
BRAITHWAITE PARK,53.51638268,-113.5217269,80 AVE-112 ST,827,1.445,5200,75831,TRUE,2017-04-25 20:11:02.778748+00,2017-04-25 20:11:02.78+00,0:26:01,1:55:36,0.867,0.578,,930
ROAD ISLAND,53.52354243,-113.4443855,76 ST-88 AVE,841,0.15,6320,74924,TRUE,2017-04-25 20:09:51.097105+00,2017-04-25 20:09:51.1+00,0:00:00,0:30:00,\N,0.15,7,900
CENTER ROAD MEDIAN,53.47412343,-113.4682701,39 AVE & 92-91 ST,859,0.032,6700,74925,TRUE,2017-04-25 20:09:51.168023+00,2017-04-25 20:09:51.17+00,0:00:00,0:06:24,\N,0.032,8,900
TWIN BROOKS LAKE (NW SIDE),53.44216316,-113.5329408,TWIN BROOKS BAY: 115 - 116 ST & 116 ST-11 AVE,861,0.884,5511,75832,TRUE,2017-04-25 20:11:02.850851+00,2017-04-25 20:11:02.85+00,0:00:00,2:56:48,0,0.884,,900
ROAD BUFFER,53.47579203,-113.4586733,WEST SIDE MILLBOURNE RD BTWN ALLEY & 3,862,0.026,6760,74926,TRUE,2017-04-25 20:09:51.242388+00,2017-04-25 20:09:51.24+00,0:00:00,0:05:12,\N,0.026,7,900
ROAD ISLAND,53.47758279,-113.4529992,77 ST-BTWN-41-40 AVE,863,0.039,6760,74927,TRUE,2017-04-25 20:09:51.317748+00,2017-04-25 20:09:51.32+00,0:00:00,0:07:48,\N,0.039,10,900
ROAD ISLAND,53.5024862,-113.45885,86 ST-67 AVE,881,0.158,6010,74928,TRUE,2017-04-25 20:09:51.485245+00,2017-04-25 20:09:51.49+00,0:00:00,0:31:36,\N,0.158,7,900
