SORT,Lead (NEIGHBOURHOOD route),service_site_ID,Neighborhood,Adddress,Service_level,"X""s",PINSITE_ID,PKSITE_NO,service_location_name,DESCRIPTION,SITE#,lat,long,service_area,580D,72GM,580D Rate,72GM Rate,Service-Duration for 580D,Service-Duration for 72GM,Old District,Weekend/School Route,2017 WIP Area,SLIM_AREA,NOTES,,,,,,,,
97,MCINTYRE INDUSTRIAL,12,MCINTYRE INDUSTRIAL,86 ST-BTWN WHITEMUD DRIVE-51 AVE,B1,11,724,724,ROADWAY-86 ST,86 ST - BTWN WHITEMUD DRIVE - 51 AVE,12,53.486433480,-113.453790900,0.0890,0.000,0.089,2,0.3,0:00:00,0:17:48,SE,Weekend - Roadway,,,,,,,,,,,
98,MILL CREEK RAVINE SOUTH,30,HAZELDEAN,70-76 AVE - 93ST TO RAVINE,A1,18,735,735,MILL CREEK RAVINE PARK,70 - 76 AVE - 93ST TO RAVINE,330,53.509445040,-113.466760700,2.3780,2.021,0.357,2,0.3,1:00:38,1:11:24,SE,,,,,,,,,,,,
99,GREENVIEW,12,GREENVIEW,38A AVE-W 51 ST,B1,11,773,773,WALKWAY,38A AVE - W 51 ST,12,53.470876390,-113.418595700,0.0220,,0.022,2,0.3,0:00:00,0:04:24,SE,,,,,,,,,,,,
100,CRAWFORD PLAINS,none,CRAWFORD PLAINS,Road Allowance,B1,11,777,777,34st south of 16A avenue,Road Allowance,,53.440964310,-113.394247300,2.3200,1.970,0.350,2,0.3,0:59:06,1:10:00,SE,Weekend - Roadway,,,,,,,,,,,
101,HILLVIEW,16,HILLVIEW,53 ST - 35 AVE,B1,11,781,781,ROAD ISLAND,53 ST - 35 AVE,16,53.467546350,-113.422396200,0.0130,,0.013,2,0.3,0:00:00,0:02:36,SE,,,,,,,,,,,,
102,WILD ROSE,37,WILD ROSE,35B Ave: 31 St - 29 St,B1,11,786,786,WALKWAYs (2),35B AVE: 31 St - 29 St,37,53.468061300,-113.386506200,0.0510,,0.051,2,0.3,0:00:00,0:10:12,SE,,,,,,,,,,,,
103,SUMMERSIDE,18,SUMMERSIDE,1202 Summerside Drive,B1,11,787,787,UTILITY LOT and WALKWAYs,1202 Summerside Drive,18,53.422306660,-113.466849100,0.4000,0.060,0.340,2,0.3,0:01:48,1:08:00,SE,,,,,,,,,,,,
104,TIPASKAN,16,TIPASKAN,NORTH SIDE 28 AVE & LAKEWOOD RD WEST -,B1,11,789,789,ROADWAY,NORTH SIDE 28 AVE & LAKEWOOD RD WEST - 79 ST,16,53.458957510,-113.456804500,0.9030,0.343,0.560,2,0.3,0:10:17,1:52:00,SE,Weekend - Roadway,,,,,,,,,,,
105,CRAWFORD PLAINS,8,CRAWFORD PLAINS,39 ST-N 12 AVE,B1,11,793,793,WALKWAY,39 ST - N 12 AVE,8,53.441145380,-113.401315800,0.0080,0.000,0.008,2,0.3,0:00:00,0:01:36,SE,,,,,,,,,,,,
106,HOLYROOD,16,HOLYROOD,82-83 ST-BTWN-91-92 AVE,B1,11,809,809,ROAD ISLAND (BACK ALLEY),82 - 83 ST - BTWN - 91 - 92 AVE,16,53.526443860,-113.454109200,0.0230,,0.023,2,0.3,0:00:00,0:04:36,SE,,,,,,,,,,,,
107,SATOO,3,SATOO,78 ST-BTWN-21-22 AVE,B1,11,820,820,ROAD ISLAND,78 ST - BTWN - 21 - 22 AVE,3,53.452293090,-113.449504100,0.0560,,0.056,2,0.3,0:00:00,0:11:12,SE,,,,,,,,,,,,
108,MILL CREEK RAVINE SOUTH,6,RITCHIE,96 ST-77 AVE,B2,8,825,825,PARK BUFFER,96 ST - 77 AVE,6,53.513482590,-113.475194000,0.7710,0.655,0.116,2,0.3,0:19:39,0:23:12,SE,,,,,,,,,,,,
109,STRATHCONA,,STRATHCONA,86 AVE-103 ST,A2,12,826,826,END OF STEEL PARK,86 AVE - 103 ST,19,53.522783440,-113.495112000,0.8510,0.600,0.251,2,0.3,0:18:00,0:50:12,SE,,,,,,,,,,,,
110,IDYLWYLDE,7,IDYLWYLDE,76 ST-88 AVE,B1,11,841,841,ROAD ISLAND,76 ST - 88 AVE,7,53.523542430,-113.444385500,0.1500,,0.150,2,0.3,0:00:00,0:30:00,SE,,,,,,,,,,,,
111,STRATHCONA INDUSTRIAL PARK,8,STRATHCONA INDUSTRIAL PARK,39 AVE & 92-91 ST,B1,11,859,859,CENTER ROAD MEDIAN,39 AVE & 92 - 91 ST,8,53.474123430,-113.468270100,0.0320,,0.032,2,0.3,0:00:00,0:06:24,SE,Weekend - Roadway,,,,,,,,,,,
112,TWEDDLE PLACE,7,TWEDDLE PLACE,WEST SIDE MILLBOURNE RD BTWN ALLEY & 3,B1,11,862,862,ROAD BUFFER,WEST SIDE MILLBOURNE RD BTWN ALLEY & 39B AVE,7,53.475792030,-113.458673300,0.0260,,0.026,2,0.3,0:00:00,0:05:12,SE,,,,,,,,,,,,
113,TWEDDLE PLACE,10,TWEDDLE PLACE,77 ST-BTWN-41-40 AVE,B1,11,863,863,ROAD ISLAND,77 ST - BTWN - 41 - 40 AVE,10,53.477582790,-113.452999200,0.0390,,0.039,2,0.3,0:00:00,0:07:48,SE,,,,,,,,,,,,
114,ARGYLL,7,ARGYLL,86 ST-67 AVE,B1,11,881,881,ROAD ISLAND,86 ST - 67 AVE,7,53.502486200,-113.458850000,0.1580,,0.158,2,0.3,0:00:00,0:31:36,SE,,,,,,,,,,,,
115,CLOVERDALE,44,CLOVERDALE,9812 96A Street NW,B1,11,883,883,Henrietta Muir Edwards Park,9812 96A Street NW,344,53.538705760,-113.479573900,8.2000,7.000,1.200,2,0.3,3:30:00,4:00:00,SE,,,,,,,,,,,,
116,KINISKI GARDENS,9,KINISKI GARDENS,NORTH SIDE 38 AVE-BTWN 38-41 ST,B1,11,906,906,ROADWAY BLVD,NORTH SIDE 38 AVE - BTWN 38 - 41 ST,9,53.472796530,-113.399374400,0.0210,,0.021,2,0.3,0:00:00,0:04:12,SE,Weekend - Roadway,,,,,,,,,,,
117,MEYONOHK,15,MEYONOHK,WEST SIDE 85 ST BTWN 23 AVE & 24 AVE,B1,11,910,910,ROAD BUFFER,WEST SIDE 85 ST BTWN 23 AVE & 24 AVE,15,53.452346930,-113.460099600,0.0250,,0.025,2,0.3,0:00:00,0:05:00,SE,,,,,,,,,,,,
118,STRATHCONA,,STRATHCONA,89 AVE-100 ST,B1,11,926,926,WALTER POLLEY PARK,89 AVE - 100 ST,16,53.524618640,-113.489591300,0.2140,0.000,0.214,2,0.3,0:00:00,0:42:48,SE,,,,,,,,,,,,
119,ARGYLL,10,ARGYLL,ARGYLL RD N/S BTWN 86 ST & 83 ST,B1,11,947,947,ROADWAY,ARGYLL RD N/S BTWN 86 ST & 83 ST,10,53.501905930,-113.456050400,0.7290,0.620,0.109,2,0.3,0:18:36,0:21:48,SE,,,,,,,,,,,,
120,MENISA,2,MENISA,68 ST - 11 AVE,B1,11,953,953,ROAD ISLAND,68 ST - 11 AVE,2,53.440090400,-113.441588600,0.0520,,0.052,2,0.3,0:00:00,0:10:24,SE,,,,,,,,,,,,
121,MENISA,3,MENISA,70 ST - 12 AVE,B1,11,954,954,ROAD ISLAND,70 ST - 12 AVE,3,53.442154840,-113.443053100,0.0190,,0.019,2,0.3,0:00:00,0:03:48,SE,,,,,,,,,,,,
122,MINCHAU,26,MINCHAU,40 ST - 36 AVE,B2,8,967,967,BARBARA DANELESKO PARK,40 ST - 36 AVE,26,53.468170470,-113.404333800,0.5950,0.506,0.089,2,0.3,0:15:11,0:17:48,SE,,,,,,,,,,,,
123,GREENVIEW,19,GREENVIEW,140 GRANLEA CRESENT,B1,11,969,969,ROAD ISLAND,140 GRANLEA CRESENT,19,53.480408480,-113.430207900,0.0150,,0.015,2,0.3,0:00:00,0:03:00,SE,,,,,,,,,,,,
124,MICHAELS PARK,12,MICHAELS PARK,SOUTH SIDE/WS MILBOURNE RD E & E OF 74,B1,11,975,975,ROADWAY/PIPELINE,SOUTH SIDE/WS MILBOURNE RD E & E OF 74 ST,12,53.481619510,-113.447613100,0.7360,,0.736,2,0.3,0:00:00,2:27:12,SE,,,,,,,,,,,,
125,DALY GROVE,7,BISSET,SOUTH SIDE 23 AVE BTWN 38-34 ST,B1,11,976,976,ROADWAY,SOUTH SIDE 23 AVE BTWN 38 - 34 ST,7,53.453663250,-113.396225800,1.5880,1.270,0.318,2,0.3,0:38:06,1:03:36,SE,Weekend - Roadway,,,,,,,,,,,
126,MEYONOHK,6,MEYONOHK,WEST SIDE MILLWOODS RD-BTWN-28-23 AVE,B1,11,979,979,ROADWAY,WEST SIDE MILL WOODS RD - BTWN - 28 - 23 AVE,6,53.455260580,-113.448311000,1.9560,0.686,1.270,2,0.3,0:20:35,4:14:00,SE,Weekend - Roadway,,,,,,,,,,,
127,HAZELDEAN,9,HAZELDEAN,EAST OF 93 ST-64-66 AVE,B1,11,985,985,ROAD ISLANDS (BACK ALLEY),EAST OF 93 ST - 64 - 66 AVE,9,53.501875600,-113.468770600,0.0290,,0.029,2,0.3,0:00:00,0:05:48,SE,,,,,,,,,,,,
128,ELLERSLIE,22,ELLERSLIE,8503 - 2 Ave SW,B1,11,988,988,WALKWAY,8503 - 2 AVE SW,22,53.432055830,-113.464038800,0.0180,0.000,0.018,2,0.3,0:00:00,0:03:36,SE,,,,,,,,,,,,
129,SUMMERSIDE,12,SUMMERSIDE,429 SPARLING CRESC - 554 STEWART CRESC,B1,11,989,989,WALKWAY,429 SPARLING CRESC - 554 STEWART CRESC,12,53.423085690,-113.468934300,0.0350,,0.035,2,0.3,0:00:00,0:07:00,SE,,,,,,,,,,,,
130,KINISKI GARDENS,20,KINISKI GARDENS,519 KULAWY POINT (WEST OF KULAWY DR N,B1,11,993,993,WALKWAY,519 KULAWY POINT (WEST OF KULAWY DR N,20,53.473941590,-113.410792700,0.0120,,0.012,2,0.3,0:00:00,0:02:24,SE,,,,,,,,,,,,
131,IDYLWYLDE,3,IDYLWYLDE,81 ST-89 AVE,B1,11,995,995,ROAD ISLAND,81 ST - 89 AVE,3,53.524409170,-113.451943300,0.0160,,0.016,2,0.3,0:00:00,0:03:12,SE,,,,,,,,,,,,
132,GREENVIEW,21,GREENVIEW,GREENOCH CRESCENT-W 50 ST-GOLF COURS,B1,11,996,996,NEIGHBOURHOOD PARK/RAVINE BUFFER,GREENOCH CRESCENT - W 50 ST - GOLF COURSE,321,53.477948980,-113.420730600,0.8460,0.600,0.246,2,0.3,0:18:00,0:49:12,SE,,,,,,,,,,,,
133,JACKSON HEIGHTS,3,JACKSON HEIGHTS,NORTH SIDE 44 AVE-BTWN 49 ST-JACKSON R,B1,11,1001,1001,ROADWAY BLVD,NORTH SIDE 44 AVE - BTWN 49 ST - JACKSON ROAD,3,53.482062920,-113.413299100,0.1010,,0.101,2,0.3,0:00:00,0:20:12,SE,,,,,,,,,,,,
134,RICTHIE,8,RITCHIE,95 ST-80-82 AVE,B2,8,1014,1014,VACANT LOTS,95 ST - 80 - 82 AVE,8,53.517141750,-113.475218500,0.4780,0.478,0.000,2,0.3,0:14:20,0:00:00,SE,,,a,,,,z,,,,,
135,OTTEWELL,10,OTTEWELL,97 AVE-66 ST,B1,11,1017,1017,NEIGHBOURHOOD PARK,97 AVE - 66 ST,10,53.535930950,-113.431065600,0.2550,0.038,0.217,2,0.3,0:01:08,0:43:24,SE,,,a,,,,,,,,,
136,STRATHCONA,3,STRATHCONA,88 AVE - 97 ST,B2,8,1023,1023,W.C. TUBBY PARK/PLAYGROUND,88 AVE - 97 ST,703,53.523257740,-113.479982400,0.1600,0.000,0.160,2,0.3,0:00:00,0:32:00,SE,,,b,,,,,,,,,
137,MEYONOHK,10,MEYONOHK,BTWN LAKEWOOD RD S-23 AVE-W 83 ST,B1,11,1035,1035,WALKWAY,BTWN LAKEWOOD RD S - 23 AVE - W 83 ST,10,53.452997250,-113.458100500,0.2300,,0.230,2,0.3,0:00:00,0:46:00,SE,,,b,,,,,,,,,
138,CHARLESWORTH,,CHARLESWORTH,CENTER MEIDAIN - WATT BLVD TO WATT COMMON,B1,11,1048,1048,ROADWAY-ID,Ellerslie RD - SS Buufer,,53.424745580,-113.430953300,0.2990,,0.299,2,0.3,0:00:00,0:59:48,SE,Weekend - Roadway,,b,,,,,,,,,
139,CHARLESWORTH,9,CHARLESWORTH,SOUTH BUFFER - WATT BLVD TO WATT COMMON,B1,11,1050,1050,ROADWAY-ID,Ellerslie RD - Center Median,9,53.424932520,-113.431166200,0.5980,,0.598,2,0.3,0:00:00,1:59:36,SE,Weekend - Roadway,,b,,,,,,,,,
140,MENISA,10,MENISA,77 ST - 11 AVE,B1,11,1058,1058,ROAD ISLAND (P.P.),77 ST - 11 AVE,10,53.440943220,-113.452668400,0.0160,,0.016,2,0.3,0:00:00,0:03:12,SE,,,b,,,,,,,,,
141,JACKSON HEIGHTS,16,JACKSON HEIGHTS,47 ST-BTWN 42-43 AVE,B1,11,1068,1068,WALKWAY,47 ST - BTWN 42 - 43 AVE,16,53.478935270,-113.413438500,0.0370,,0.037,2,0.3,0:00:00,0:07:24,SE,,,b,,,,,,,,,
142,JACKSON HEIGHTS,19,JACKSON HEIGHTS,JENNER COVE-JENNINGS BAY,B1,11,1070,1070,WALKWAY,JENNER COVE - JENNINGS BAY,19,53.486824070,-113.402090300,0.0290,0.000,0.029,2,0.3,0:00:00,0:05:48,SE,,,,,,,,,,,,
143,OTTEWELL,21,OTTEWELL,SOUTH SIDE 98 AVE: 57 ST-TERRACE ROAD,B1,11,1075,1075,ROAD INTERCHANGE,SOUTH SIDE 98 AVE: 57 ST - TERRACE ROAD,21,53.538493650,-113.426528700,0.4050,0.065,0.340,2,0.3,0:01:57,1:08:00,SE,,,,,,,,,,,,
144,JACKSON HEIGHTS,26,JACKSON HEIGHTS,JAMHA RD - JAMES CRESCENT,B1,11,1091,1091,JAMHA WALKWAY,JAMHA RD - JAMES CRESCENT,26,53.484058550,-113.413417600,0.0860,,0.086,2,0.3,0:00:00,0:17:12,SE,,,,,,,,,,,,
145,MICHAELS PARK,3,MICHAELS PARK,40 AVE-67 ST,B1,11,1092,1092,ROAD ISLAND,40 AVE - 67 ST,3,53.475922340,-113.440795600,0.0280,,0.028,2,0.3,0:00:00,0:05:36,SE,,,,,,,,,,,,
146,MCINTYRE INDUSTRIAL,101,MCINTYRE INDUSTRIAL,WHITEMUD DR N/S: 76 ST - 66 ST,B2,8,1098,1098,WHITEMUD DRIVE N/S,WHITEMUD DR N/S: 76 ST - 66 ST,101,53.485456110,-113.447742900,3.6350,2.000,1.635,2,0.3,1:00:00,5:27:00,SE,Weekend - Roadway,,,,,,,,,,,
147,MINCHAU,6,MINCHAU,35 AVE-48 ST,B1,11,1103,1103,TUKQUANOW PARK,35 AVE - 48 ST,6,53.466093910,-113.414305500,0.7240,,0.724,2,0.3,0:00:00,2:24:48,SE,,,,,,,,,,,,
148,MINCHAU,7,MINCHAU,34A AVE-37 ST,B1,11,1104,1104,NEIGHBOURHOOD PARK/ROAD ISLAND,34A AVE - 37 ST,7,53.464468390,-113.400625000,0.0150,,0.015,2,0.3,0:00:00,0:03:00,SE,,,,,,,,,,,,
149,SATOO,16,SATOO,CONNECTS-KNOTTWOOD RD N-BACK LANE W,B1,11,1110,1110,WALKWAY,CONNECTS - KNOTTWOOD RD N - BACK LANE W - 78ST,16,53.450383150,-113.453606900,0.0200,0.000,0.020,2,0.3,0:00:00,0:04:00,SE,,,,,,,,,,,,
150,PARSONS INDUSTRIAL,20,PARSONS INDUSTRIAL,WS/C 91 ST BTWN 23 & 28 AVE,B1,11,1113,1113,ROAD BUFFER,WS/C 91 ST BTWN 23 & 28 AVE,120,53.455387450,-113.467122000,1.1510,,1.151,2,0.3,0:00:00,3:50:12,SE,Weekend - Roadway,,,,,,,,,,,
151,ELLERSLIE,25,ELLERSLIE,Between 8225 & 8229 - 8 Ave SW,B1,11,1118,1118,WALKWAY,Between 8225 & 8229 - 8 AVE SW,25,53.425249290,-113.460660300,0.1300,,0.130,2,0.3,0:00:00,0:26:00,SE,,,,,,,,,,,,
152,ELLERSLIE,17,ELLERSLIE,202 Edwards Drive,B1,11,1123,1123,ROAD ISLAND,202 Edwards Drive,17,53.429454490,-113.460592300,0.0220,,0.022,2,0.3,0:00:00,0:04:24,SE,,,,,,,,,,,,
153,ELLERSLIE,19,ELLERSLIE,Btwn 204-83 ST SW & 8232-2 AVE SW,B1,11,1124,1124,WALKWAY,Btwn 204 - 83 ST SW & 8232 - 2 AVE SW,19,53.432052280,-113.460930900,0.0220,0.000,0.022,2,0.3,0:00:00,0:04:24,SE,,,,,,,,,,,,
154,ELLERSLIE,20,ELLERSLIE,btw 7904  2Ave & #205  79 St.,B1,11,1125,1125,WALKWAY,2 AVE SW & 79 St SW,20,53.432064630,-113.455425200,0.0170,0.000,0.017,2,0.3,0:00:00,0:03:24,SE,,,,,,,,,,,,
155,BISSET,9,BISSET,42 ST-32 AVE,B1,11,1132,1132,WALKWAY,42 ST - 32 AVE,9,53.461591020,-113.401812100,0.0050,0.000,0.005,2,0.3,0:00:00,0:01:00,SE,,,,,,,,,,,,
156,MINCHAU,2,MINCHAU,45 ST & 37B - 38 AVE,B1,11,1133,1133,WALKWAY,45 ST & 37B - 38 AVE,2,53.469385360,-113.410734200,0.0060,,0.006,2,0.3,0:00:00,0:01:12,SE,,,,,,,,,,,,
157,WILD ROSE,9,WILD ROSE,36A AVE EAST OF 30 ST,B1,11,1135,1135,KITTLITZ PARK/PLAYGROUND,36A AVE EAST OF 30 ST,9,53.469962220,-113.384845100,0.9830,0.147,0.836,2,0.3,0:04:25,2:47:12,SE,,,,,,,,,,,,
158,WILD ROSE,22,WILD ROSE,BETWEEN 3655 & 3659 - 28 ST,B1,11,1136,1136,WALKWAY,BETWEEN 3655 & 3659 - 28 ST,22,53.470897930,-113.382087700,0.0180,,0.018,2,0.3,0:00:00,0:03:36,SE,,,,,,,,,,,,
159,WILD ROSE,24,WILD ROSE,141 WARD CRES - PIPELINE - 2344-37B AVE,B1,11,1137,1137,WALKWAY,141 WARD CRES - PIPELINE - 2344 - 37B AVE,24,53.473674770,-113.380236900,0.0420,,0.042,2,0.3,0:00:00,0:08:24,SE,,,,,,,,,,,,
160,AVONMORE,6,AVONMORE,79 ST-73 AVE,B1,11,1139,1139,ROAD ISLAND (BACK ALLEY),79 ST - 73 AVE,6,53.508903040,-113.448018300,0.0760,,0.076,2,0.3,0:00:00,0:15:12,SE,,,,,,,,,,,,
161,GIRARD INDUSTRIAL,9,GIRARD INDUSTRIAL,CENTRE ISLANDS 75ST - 73-76 AVE,B1,11,1140,1140,ROADWAY MEDIAN,CENTRE ISLANDS 75ST - 73 - 76 AVE,9,53.510901000,-113.442878800,0.0540,0.000,0.054,2,0.3,0:00:00,0:10:48,SE,,,,,,,,,,,,
162,TIPASKAN,5,TIPASKAN,89 ST - 32 AVE,B1,11,1141,1141,ROAD ISLAND,89 ST - 32 AVE,5,53.463554400,-113.462997600,0.0300,,0.030,2,0.3,0:00:00,0:06:00,SE,,,,,,,,,,,,
163,SUMMERSIDE,27,SUMMERSIDE,88 ST SW: SOUTH OF SUMMERSIDE DRIVE,B1,11,1161,1161,ROAD BUFFER,88 ST SW: SOUTH OF SUMMERSIDE DRIVE,27,53.420878880,-113.467405000,0.0190,,0.019,2,0.3,0:00:00,0:03:48,SE,,,,,,,,,,,,
164,TWEDDLE PLACE,4,TWEDDLE PLACE,ALONG MILLBOURNE RD W-BTWN-76-85 ST,B1,11,1167,1167,ROADWAY/PIPELINE RIGHT OF WAY,ALONG MILLBOURNE RD W - BTWN - 76 - 85 ST,4,53.480795170,-113.455225600,0.7920,0.119,0.673,2,0.3,0:03:34,2:14:36,SE,,,,,,,,,,,,
165,SAKAW,3,SAKAW,57 ST - 14 AVE,B1,11,1170,1170,PARK (P.P.),57 ST - 14 AVE,3,53.443018600,-113.426918900,0.0530,,0.053,2,0.3,0:00:00,0:10:36,SE,,,,,,,,,,,,
166,ARGYLL,8,ARGYLL,64 AVE-86-87 ST,B1,11,1174,1174,ROAD ISLAND,64 AVE - 86 - 87 ST,8,53.500759340,-113.461143700,0.1650,,0.165,2,0.3,0:00:00,0:33:00,SE,,,,,,,,,,,,
167,ARGYLL,5,ARGYLL,87 ST-68 AVE,B1,11,1175,1175,ROAD ISLAND,87 ST - 68 AVE,5,53.503866970,-113.462364600,0.1520,,0.152,2,0.3,0:00:00,0:30:24,SE,,,,,,,,,,,,
168,AVONMORE,3,AVONMORE,87 ST-75 AVE,B1,11,1176,1176,Wallace (Wally) McSween Park,87 ST - 75 AVE,3,53.511115830,-113.460785300,0.1730,,0.173,2,0.3,0:00:00,0:34:36,SE,,,,,,,,,,,,
169,WEINLOS,2,WEINLOS,49 ST-S 27 AVE/24 AVE-49A ST,B1,11,1177,1177,SHEPPARD PARK/WALKWAY,49 ST - S 27 AVE/24 AVE - 49A ST,2,53.457564510,-113.418991700,0.4340,,0.434,2,0.3,0:00:00,1:26:48,SE,,,,,,,,,,,,
170,TIPASKAN,6,TIPASKAN,79 ST - 30 AVE,B1,11,1180,1180,ROAD ISLAND,79 ST - 30 AVE,6,53.461081670,-113.455352200,0.0350,,0.035,2,0.3,0:00:00,0:07:00,SE,,,,,,,,,,,,
171,TIPASKAN,11,TIPASKAN,79 ST-S LAKEWOOD RD,B1,11,1181,1181,WALKWAY,79 ST - S LAKEWOOD RD,11,53.461016190,-113.451636200,0.0130,,0.013,2,0.3,0:00:00,0:02:36,SE,,,,,,,,,,,,
172,TIPASKAN,14,TIPASKAN,81 ST - 33 AVE,B1,11,1184,1184,ROAD ISLAND,81 ST - 33 AVE,14,53.464148890,-113.455243300,0.0720,,0.072,2,0.3,0:00:00,0:14:24,SE,,,,,,,,,,,,
173,ARGYLL,6,ARGYLL,66 AVE-86 ST,B1,11,1187,1187,ROAD ISLAND/WALKWAY,66 AVE - 86 ST,6,53.502250400,-113.461579500,0.5050,,0.505,2,0.3,0:00:00,1:41:00,SE,,,,,,,,,,,,
174,DAVIES INDUSTRIAL WEST,1,DAVIES INDUSTRIAL WEST,WAGNER ROAD - 86 ST,A2,12,1193,1193,W. P. WAGNER SCHOOL,WAGNER ROAD - 86 ST,1,53.499225990,-113.452554700,10.2140,8.500,1.714,2,0.3,4:15:00,5:42:48,SE,,,,,,,,,,,,
175,MENISA,5,MENISA,68 - 72 ST & 10 AVE - KNOTTWOOD RD. EAST,B1,11,1201,1201,WALKWAY,68 - 72 ST & 10 AVE - KNOTTWOOD RD. EAST,5,53.441027960,-113.443600100,0.6310,,0.631,2,0.3,0:00:00,2:06:12,SE,,,,,,,,,,,,
176,MENISA,6,MENISA,BTWN-11-10 AVE-72 ST,B1,11,1202,1202,WALKWAY,99933,6,53.439100770,-113.444602800,0.0620,,0.062,2,0.3,0:00:00,0:12:24,SE,,,,,,,,,,,,
177,KINISKI GARDENS,6,KINISKI GARDENS,44 AVE-37 ST,B1,11,1219,1219,WALKWAY,44 AVE - 37 ST,6,53.482274020,-113.400026300,0.0190,,0.019,2,0.3,0:00:00,0:03:48,SE,,,,,,,,,,,,
178,STRATHCONA,5,STRATHCONA,92 - 94 AVE & 98 - 98A ST,B2,8,1226,1226,MILL CREEK RAVINE,92 - 94 AVE & 98 - 98A ST,705,53.527533070,-113.482624000,0.2950,0.000,0.295,2,0.3,0:00:00,0:59:00,SE,,,,,,,,,,,,
179,STRATHCONA,5,STRATHCONA,90 AVE-100 ST,B1,11,1228,1228,FRED A. MORIE PARK,90 AVE - 100 ST,5,53.525714010,-113.488988100,0.2950,,0.295,2,0.3,0:00:00,0:59:00,SE,,,,,,,,,,,,
180,JACKSON HEIGHTS,21,JACKSON HEIGHTS,BTWN 767 JOHNS RD-KG PIPELINE,B1,11,1232,1232,WALKWAY,BTWN 767 JOHNS RD - KG PIPELINE,21,53.481144210,-113.405814900,0.0130,0.000,0.013,2,0.3,0:00:00,0:02:36,SE,,,,,,,,,,,,
181,DAVIES INDUSTRIAL WEST,30,DAVIES INDUSTRIAL WEST,8729 - 58 Avenue,B1,11,1253,1253,ETS DAVIES/IT BRANCH/DRAINAGE,8729 - 58 AVEnue,30,53.491843780,-113.460000900,0.1880,,0.188,2,0.3,0:00:00,0:37:36,SE,,,,,,,,,,,,
182,POLLARD MEADOWS,9,POLLARD MEADOWS,45 St - 22 Ave,B1,11,1272,1272,WALKWAY,45 St - 22 AVE,9,53.454661140,-113.409645700,0.0080,0.000,0.008,2,0.3,0:00:00,0:01:36,SE,,,,,,,,,,,,
183,ELLERSLIE,1,ELLERSLIE,Between 504 - 90 St SW & 8924 - 5 Ave SW,B1,11,1292,1292,WALKWAY,Between 504 - 90 St SW & 8924 - 5 AVE SW,1,53.429153680,-113.471319200,0.0170,,0.017,2,0.3,0:00:00,0:03:24,SE,,,,,,,,,,,,
184,LEE RIDGE,15,LEE RIDGE,LEE RIDGE RD-N 36A AVE,B1,11,1308,1308,WALKWAY,LEE RIDGE RD - N 36A AVE,15,53.472477570,-113.441128500,0.3190,,0.319,2,0.3,0:00:00,1:03:48,SE,,,,,,,,,,,,
185,MEYOKUMIN,8,MEYOKUMIN,BTWN-19A-23 AVE-E 61 ST,B1,11,1312,1312,WALKWAY,BTWN - 19A - 23 AVE - E 61 ST,8,53.451903840,-113.430481100,0.3340,,0.334,2,0.3,0:00:00,1:06:48,SE,,,,,,,,,,,,
186,WILD ROSE,1,LARKSPUR,37-38 AVE & 32-34 ST,B1,11,1313,1313,MEADOWBROOK LAKE,37 - 38 AVE & 32 - 34 ST,1,53.472135960,-113.391940800,1.9640,1.600,0.364,2,0.3,0:48:00,1:12:48,SE,,,,,,,,,,,,
187,OTTEWELL,8,OTTEWELL,54 ST-94 AVE,B1,11,1316,1316,NEIGHBOURHOOD PARK,54 ST - 94 AVE,8,53.531714930,-113.421732200,0.3130,0.046,0.267,2,0.3,0:01:23,0:53:24,SE,,,,,,,,,,,,
188,WILD ROSE,10,WILD ROSE,BTWN 3640 - 30 ST & 3647 - 31 ST,B1,11,1319,1319,P.U.L.,BTWN 3640 - 30 ST & 3647 - 31 ST,10,53.470052690,-113.387104700,0.0420,,0.042,2,0.3,0:00:00,0:08:24,SE,,,,,,,,,,,,
189,WILD ROSE,11,WILD ROSE,BTWN 3656 - 31 ST & 3651 - 31A ST,B1,11,1320,1320,P.U.L.,BTWN 3656 - 31 ST & 3651 - 31A ST,11,53.470275570,-113.388496500,0.0420,,0.042,2,0.3,0:00:00,0:08:24,SE,,,,,,,,,,,,
190,CORONET ADDITION INDUSTRIAL,5,CORONET ADDITION INDUSTRIAL,CORONET ROAD-86 ST,B1,11,1342,1342,ROAD ISLAND,CORONET ROAD - 86 ST,5,53.499728670,-113.457119000,0.0120,0.000,0.012,2,0.3,0:00:00,0:02:24,SE,,,,,,,,,,,,
191,SILVER BERRY,5,SILVER BERRY,BETWEEN 2406-33A ST & 3383-24 AVE,B1,11,1346,1346,WALKWAY,BETWEEN 2406 - 33A ST & 3383 - 24 AVE,5,53.454326820,-113.393095700,0.0170,,0.017,2,0.3,0:00:00,0:03:24,SE,,,,,,,,,,,,
192,LARKSPUR,2,LARKSPUR,31-33 ST-43-44 AVE,B1,11,1361,1361,FOUNTAIN LAKE,31 - 33 ST - 43 - 44 AVE,2,53.481572210,-113.390828900,1.0840,,1.084,2,0.3,0:00:00,3:36:48,SE,,,,,,,,,,,,
193,LARKSPUR,13,LARKSPUR,31 ST-BTWN 38-39 AVE,B1,11,1362,1362,WALKWAY,31 ST - BTWN 38 - 39 AVE,13,53.473745050,-113.388413500,0.0390,,0.039,2,0.3,0:00:00,0:07:48,SE,,,,,,,,,,,,
